template_id,file_path,branch,domain,area,difficulty,surface_model_heldout,blind_guess_floor,n_steps,n_milestone_candidates,has_instance_branching,answer_type,unit_system,values_bound,instrumentation_class,est_effort,n_inline_computed,pct_step_values_recoverable,pct_answer_values_recoverable,notes,regen_provenance,regen_inline_lenient,regen_milestone_proxy,regen_branching_base,regen_branch_evidence,regen_class_restated,regen_class_limb
template_phasor_addition,data/templates/branches/electrical_engineering/electromagnetics_and_waves/waves_and_phasors.py,electrical_engineering,electrical,electromagnetics_and_waves,Intermediate,,,5,19,yes,symbolic,dimensionless,yes,C,high,5,100,100,"4 cos/sin combinations each changing whether a -90deg step exists. Densest chain in the branch (10 bound intermediates). BUG: ""+ j-"" malformed complex in 36/50 seeds.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",5,21,yes,prose-only,C,C:answer_type
template_standing_wave_formation,data/templates/branches/electrical_engineering/electromagnetics_and_waves/waves_and_phasors.py,electrical_engineering,electrical,electromagnetics_and_waves,Advanced,,,3,17,no,array,dimensionless,yes,C,high,0,100,100,Answer is two ordered 3-element position lists plus an equation. wavelength computed and never used (dead code).,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,25,no,,C,C:answer_type
template_time_to_phasor,data/templates/branches/electrical_engineering/electromagnetics_and_waves/waves_and_phasors.py,electrical_engineering,electrical,electromagnetics_and_waves,Easy,,,4,6,yes,multipart,dimensionless,yes,C,medium,1,84,100,"BUG: negative imaginary parts print as ""+ j-51.22"" (21/50 seeds). Phase wrapped AFTER the narrative text is built, so Step 2 can disagree with Step 3.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,9,yes,prose-only,C,C:answer_type
template_wave_equation_interpretation,data/templates/branches/electrical_engineering/electromagnetics_and_waves/waves_and_phasors.py,electrical_engineering,electrical,electromagnetics_and_waves,Intermediate,,,5,8,yes,multipart,SI,partial,C,high,3,75,75,"Answer includes a direction-of-propagation classification. k shown rounded but lambda/u_p computed from unrounded k, so lambda does not recompute from the printed k. 75% answer-line recovery.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",3,12,yes,prose-only,C,C:answer_type
template_wave_parameters_basic,data/templates/branches/electrical_engineering/electromagnetics_and_waves/waves_and_phasors.py,electrical_engineering,electrical,electromagnetics_and_waves,Easy,,,4,9,yes,multipart,SI,partial,B,high,2,86,75,"start_with_frequency changes the SET of computed quantities. 2 inline {f/1e6:.2f}, one of them inside the Answer block. Only 75% of answer-line numbers recover from bound locals.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,11,yes,prose-only,C,C:answer_type
template_aliased_frequency_identification,data/templates/branches/electrical_engineering/signals_and_systems/continuous_time_signals.py,electrical_engineering,electrical,signals_and_systems,Intermediate,,,4,3,no,scalar,SI,partial,A,medium,3,100,100,3 inline including {fs/2} with no format control.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",3,7,no,,A,A:residual
template_cd_dc_system_analysis,data/templates/branches/electrical_engineering/signals_and_systems/continuous_time_signals.py,electrical_engineering,electrical,signals_and_systems,Intermediate,,,4,12,no,symbolic,SI,yes,C,high,0,100,100,"BUG: ""**Step 3: ** ... Conversion*"" - space inside the bold plus a stray asterisk; a strict parser loses Step 3 in 100% of instances, including the step that computes the answer.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,12,no,,C,C:answer_type
template_continuous_to_discrete_conversion,data/templates/branches/electrical_engineering/signals_and_systems/continuous_time_signals.py,electrical_engineering,electrical,signals_and_systems,Easy,,,5,7,yes,symbolic,SI,yes,C,high,0,100,100,Reported omega is a Fraction-derived STRING ((157*pi)/2000); the numeric omega_discrete is computed but never printed. Milestone checking needs symbolic fraction-of-pi evaluation.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,11,yes,prose-only,C,C:answer_type
template_decimation_aliasing_analysis,data/templates/branches/electrical_engineering/signals_and_systems/continuous_time_signals.py,electrical_engineering,electrical,signals_and_systems,Advanced,,,3,4,yes,multipart,dimensionless,partial,C,high,3,100,100,"will_alias branch omits 3 computed quantities entirely - the milestone SET changes. Answers are pi-fractions reconstructed from floats by Fraction(...).limit_denominator(100). BUG: unreachable `elif nf==0` yields the token ""0*pi"" in 61/3000 seeds.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",3,12,yes,line-count,C,C:answer_type
template_nyquist_rate_determination,data/templates/branches/electrical_engineering/signals_and_systems/continuous_time_signals.py,electrical_engineering,electrical,signals_and_systems,Easy,,,4,5,no,scalar,SI,yes,A,low,3,100,100,Only 2 numeric milestones over 4 steps; Steps 2-3 near-trivial.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,5,yes,prose-only,B,B:instance-branching
template_finite_convolution,data/templates/branches/electrical_engineering/signals_and_systems/discrete_time_signals.py,electrical_engineering,electrical,signals_and_systems,Intermediate,,,3,16,yes,array,dimensionless,yes,C,high,7,100,100,"BUG: ""**Step 3: Calculate All Output Values**"" - colon inside the bold; strict parser sees 2 steps in 100% of instances. Only 3 of 5-7 y[n] values are derived; zero-valued outputs dropped and re-inserted at print time.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,27,yes,line-count,C,C:answer_type
template_impulse_response_from_lccde,data/templates/branches/electrical_engineering/signals_and_systems/discrete_time_signals.py,electrical_engineering,electrical,signals_and_systems,Advanced,,,5,16,yes,symbolic,dimensionless,partial,C,high,40,93,94,"first/second order give different characteristic equations and answer forms. BUG: Step 5 prints C2=-6.02 while the Answer prints -6.024922359499621 in the SAME trace (fmt() formats the raw float, ignoring the rounded string) - ~all second-order instances.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",10,22,yes,line-count,C,C:answer_type
template_signal_operations,data/templates/branches/electrical_engineering/signals_and_systems/discrete_time_signals.py,electrical_engineering,electrical,signals_and_systems,Easy,,,3,1,yes,array,dimensionless,yes,D,high,3,100,100,"ZERO numeric milestones. Every number in the answer is a copy of an input; the content is the index mapping and the position of the *origin* marker. Needs sequence-with-origin equality, not a numeric check.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,6,yes,line-count,D,D:inherited-judgement
template_system_properties_memory_causality,data/templates/branches/electrical_engineering/signals_and_systems/discrete_time_signals.py,electrical_engineering,electrical,signals_and_systems,Easy,1.0000,0.3450,2,0,yes,classification,dimensionless,yes,D,high,1,100,100,ZERO numbers anywhere. 7 distinct equations across 3 system types; both steps are definition plus prose. Nothing for a numeric or dimensional checker to bind to.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,0,yes,prose-only,D,D:inherited-judgement
template_system_property_linearity,data/templates/branches/electrical_engineering/signals_and_systems/discrete_time_signals.py,electrical_engineering,electrical,signals_and_systems,Intermediate,1.0000,0.5008,3,2,yes,classification,dimensionless,partial,D,high,4,50,100,ZERO numeric milestones - the whole solution is symbolic algebra over 4 different proof texts.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",4,10,yes,prose-only,D,D:inherited-judgement
template_basic_eoq,data/templates/branches/industrial_engineering/production_and_inventory/deterministic_lot_sizing.py,industrial_engineering,industrial,production_and_inventory,Easy,,,3,4,no,scalar,SI,yes,A,low,0,100,100,Decimal half-up helper; resample loop rejects roots within 0.006 of a .5 boundary.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,4,no,,A,A:residual
template_epq_finite_production,data/templates/branches/industrial_engineering/production_and_inventory/deterministic_lot_sizing.py,industrial_engineering,industrial,production_and_inventory,Easy,,,4,5,no,scalar,SI,yes,A,low,0,100,100,Nested per-sample windows; exact assert on Q.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,6,no,,A,A:residual
template_quantity_discount_all_units,data/templates/branches/industrial_engineering/production_and_inventory/deterministic_lot_sizing.py,industrial_engineering,industrial,production_and_inventory,Intermediate,,,4/6/7,4,yes,scalar,SI,no,C,high,7,100,100,"Step count 4/6/7 and milestone count 7/9/10 by branch. Answer is a scalar SELECTED BY a 2- or 3-way cost comparison. 5 inline PLUS Step 7 prints raw floats via a second, independent rounding path for values Steps 4-6 print from bound rounded variables.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",7,6,yes,step-count,B,B:instance-branching
template_reorder_point_lead_time,data/templates/branches/industrial_engineering/production_and_inventory/deterministic_lot_sizing.py,industrial_engineering,industrial,production_and_inventory,Intermediate,,,4/5,6,yes,scalar,SI,partial,B,high,1,100,100,"regime under/over changes the governing equation from R=lam*tau to R=lam*tau-k*Q; step count 4 vs 5, milestones 2 vs 5. tau/T is a printed step result never bound to any variable.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,6,yes,step-count,B,B:instance-branching
template_chase_vs_level_aggregate,data/templates/branches/industrial_engineering/production_and_inventory/production_planning.py,industrial_engineering,industrial,production_and_inventory,Advanced,,,6,4,yes,multipart,SI,no,C,high,12,98,100,"~20 milestones including two 3-vectors of inventories and a 3-vector workforce path; answer is a scalar plus a which-plan classification. 8 inline. Entirely integer arithmetic, no rounding.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",11,9,yes,prose-only,C,C:answer_type
template_line_balancing_heuristic,data/templates/branches/industrial_engineering/production_and_inventory/production_planning.py,industrial_engineering,industrial,production_and_inventory,Advanced,,,5/6,4,yes,array,SI,partial,D,high,0,100,100,"The trace is a SEARCH LOG, not an equation chain: milestones are task SETS, a running counter and boolean fit tests, and step count is data-dependent (one step per opened workstation).","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,4,yes,step-count,D,D:inherited-judgement
template_takt_time_line_efficiency,data/templates/branches/industrial_engineering/production_and_inventory/production_planning.py,industrial_engineering,industrial,production_and_inventory,Easy,,,3,4,no,scalar,SI,yes,A,low,0,100,100,"Prints a truncated view: ratio is full precision, printed ceil({ratio:.4f}).","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,4,no,,A,A:residual
template_newsvendor_normal_demand,data/templates/branches/industrial_engineering/production_and_inventory/stochastic_inventory.py,industrial_engineering,industrial,production_and_inventory,Intermediate,,,4,5,no,scalar,SI,partial,A,medium,1,100,100,"Uses statistics.NormalDist().inv_cdf at runtime, NOT the Z_QUANTILES table. Prints {cr_raw:.4f} - a truncated view of a full-precision value.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,5,yes,prose-only,B,B:instance-branching
template_qr_policy_one_iteration,data/templates/branches/industrial_engineering/production_and_inventory/stochastic_inventory.py,industrial_engineering,industrial,production_and_inventory,Intermediate,,,7,8,no,scalar,SI,yes,A,medium,0,100,100,"Heaviest precision protocol in the branch: five different prescribed precisions, four quantities computed in Decimal because float repr misrounds true ties. LABEL MISMATCH: section comment says Advanced, docstring says Intermediate.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,8,no,,A,A:residual
template_safety_stock_reorder_point,data/templates/branches/industrial_engineering/production_and_inventory/stochastic_inventory.py,industrial_engineering,industrial,production_and_inventory,Easy,,,3,4,no,scalar,SI,partial,A,low,2,100,100,The only template that reads Z_QUANTILES from constants.py; z is quoted verbatim in the question so no interpolation is needed.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,4,no,,A,A:residual
template_aoq_ati_rectifying,data/templates/branches/industrial_engineering/quality_and_reliability_control/acceptance_sampling.py,industrial_engineering,industrial,quality_and_reliability_control,Advanced,,,5,12,yes,multipart,SI,yes,C,high,23,100,100,"THREE unit systems in one trace: Pa dimensionless, AOQ in ppm (a 10^6 scale folded into the formula string), ATI in units/lot, p in %. A unit check keyed on the printed string would reject a correct dimensionless AOQ. AOQ is deliberately non-monotone in p so the verdict cannot come from a sign rule.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",23,13,yes,line-count,C,C:answer_type
template_single_sampling_oc_point,data/templates/branches/industrial_engineering/quality_and_reliability_control/acceptance_sampling.py,industrial_engineering,industrial,quality_and_reliability_control,Intermediate,,,4,7,yes,scalar,dimensionless,yes,B,medium,12,100,100,"Milestone count is Ac+2 (2 to 7). Values ARE bound but as exact scaled integers - printed as {r/10000:.4f}, so the bound variable is not the printed number and an extractor must know the scale. MIL-STD-105E table join at import; every term an exact Fraction.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",12,7,yes,line-count,B,B:instance-branching
template_c_chart_revision,data/templates/branches/industrial_engineering/quality_and_reliability_control/attributes_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Intermediate,,,4/5,6,yes,scalar,SI,yes,C,high,10,100,100,"The graded scalar is SELECTED BY A PREDICATE: ans3 = uclr3 if branch==""revise"" else ucl3, and the predicate is ""is the largest count outside the trial UCL"". Needs a first-class boolean milestone with no unit and no numeric value. Step count 4 vs 5.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",10,6,yes,step-count,B,B:instance-branching
template_p_chart_limits_floor,data/templates/branches/industrial_engineering/quality_and_reliability_control/attributes_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Easy,,,3,4,no,scalar,dimensionless,yes,A,medium,8,100,100,Scaled-integer idiom. Docstring explicitly WITHDRAWS an earlier branching claim after three cycles of leakage. Minor doc/assert mismatch on the design floor.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",8,4,yes,prose-only,B,B:instance-branching
template_cp_cpk_from_specs,data/templates/branches/industrial_engineering/quality_and_reliability_control/process_capability.py,industrial_engineering,industrial,quality_and_reliability_control,Easy,,,4,5,yes,scalar,SI,yes,C,medium,5,92,100,Scalar plus a capability classification against the 1.33 benchmark. Cp/Cpu/Cpl/Cpk are dimensionless indices with no unit string while the specs carry mm/mL/microns.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",5,5,yes,prose-only,B,B:instance-branching
template_sigma_reduction_for_cpk,data/templates/branches/industrial_engineering/quality_and_reliability_control/process_capability.py,industrial_engineering,industrial,quality_and_reliability_control,Intermediate,,,5,5,yes,scalar,SI,yes,B,high,12,100,100,"PER-STEP ROUNDING MODE is load-bearing: sigma_max is FLOORED, the reduction percentage is CEILED, inside a template whose other steps are half-up. A single global rounding convention would mis-verify both. Constants carry an explicit UNVERIFIED provenance caveat.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",11,7,yes,prose-only,B,B:instance-branching
template_arl_beta_mean_shift,data/templates/branches/industrial_engineering/quality_and_reliability_control/variables_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Advanced,,,5,8,yes,multipart,dimensionless,yes,C,high,6,100,100,"The ""standard normal table"" is math.erf rounded to 4dp plus a STATED CONVENTION, not a table - a verifier computing Phi exactly disagrees in the 4th decimal unless it adopts the same rule. Intermediates are 3-vectors; the graded candidate varies. Worst answer space measured: 18 distinct answers in 200 seeds.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",6,8,yes,prose-only,C,C:answer_type
template_chart_pair_selection,data/templates/branches/industrial_engineering/quality_and_reliability_control/variables_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Intermediate,,,4,5,yes,scalar,SI,yes,C,high,10,100,100,"The GOVERNING CONSTANT FAMILY changes: small n uses A2/D3/D4/d2 on R-bar, large n uses A3/B3/B4/c4 on s-bar. Both families are quoted in the question so neither leaks. Answer is a scalar plus a chart-pair classification.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",10,5,yes,prose-only,B,B:instance-branching
template_xbar_known_sigma_classification,data/templates/branches/industrial_engineering/quality_and_reliability_control/variables_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Easy,,,4,5,yes,scalar,SI,partial,C,medium,11,100,100,"Answer is a z-score with an 8-element in/out classification vector as an intermediate. Does NOT use CONTROL_CHART_FACTORS - computes 3*sigma/sqrt(n) directly, so the 3-sigma constant is hard-coded here but centralised in attributes_control_charts.py.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",11,5,yes,prose-only,B,B:instance-branching
template_xbar_r_control_limits,data/templates/branches/industrial_engineering/quality_and_reliability_control/variables_control_charts.py,industrial_engineering,industrial,quality_and_reliability_control,Easy,,,3,4,no,scalar,SI,yes,A,low,2,100,100,"Reads A2/D3/D4/d2 from CONTROL_CHART_FACTORS via chart_factor(n,name) and quotes them in the question. Full Decimal chain. 200/200 distinct answers.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,4,yes,prose-only,B,B:instance-branching
template_absorbing_chain_time_to_failure,data/templates/branches/industrial_engineering/stochastic_operations/markov_chains.py,industrial_engineering,industrial,stochastic_operations,Advanced,,,6,11,no,scalar,SI,partial,A,medium,2,100,100,2 inline but 1-s is exact at 2dp so printed == true. Step 6 is a non-circular back-substitution check.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,11,no,,A,A:residual
